id,SatisfactionName,value
185,JobSatisfaction,2
186,JobSatisfaction,3
187,JobSatisfaction,2
188,JobSatisfaction,3
189,JobSatisfaction,2
190,JobSatisfaction,3
191,JobSatisfaction,2
192,JobSatisfaction,3
193,JobSatisfaction,4
194,JobSatisfaction,4
195,JobSatisfaction,1
196,JobSatisfaction,2
197,JobSatisfaction,3
198,JobSatisfaction,3
199,JobSatisfaction,4
200,JobSatisfaction,1
201,JobSatisfaction,4
202,JobSatisfaction,3
203,JobSatisfaction,4
204,JobSatisfaction,1
205,JobSatisfaction,4
206,JobSatisfaction,2
207,JobSatisfaction,4
208,JobSatisfaction,4
209,JobSatisfaction,1
210,JobSatisfaction,4
211,JobSatisfaction,3
212,JobSatisfaction,3
213,JobSatisfaction,2
214,JobSatisfaction,1
215,JobSatisfaction,4
216,JobSatisfaction,1
217,JobSatisfaction,3
218,JobSatisfaction,4
219,JobSatisfaction,1
220,JobSatisfaction,2
221,JobSatisfaction,2
222,JobSatisfaction,4
223,JobSatisfaction,3
224,JobSatisfaction,3
225,JobSatisfaction,4
226,JobSatisfaction,4
227,JobSatisfaction,4
228,JobSatisfaction,3
229,JobSatisfaction,4
230,JobSatisfaction,4
231,JobSatisfaction,4
232,JobSatisfaction,3
233,JobSatisfaction,4
234,JobSatisfaction,4
235,JobSatisfaction,4
236,JobSatisfaction,1
237,JobSatisfaction,3
238,JobSatisfaction,2
239,JobSatisfaction,3
240,JobSatisfaction,3
241,JobSatisfaction,4
242,JobSatisfaction,1
243,JobSatisfaction,4
244,JobSatisfaction,4
245,JobSatisfaction,3
246,JobSatisfaction,4
247,JobSatisfaction,1
248,JobSatisfaction,1
249,JobSatisfaction,3
250,JobSatisfaction,3
251,JobSatisfaction,3
252,JobSatisfaction,4
253,JobSatisfaction,1
254,JobSatisfaction,4
255,JobSatisfaction,3
256,JobSatisfaction,1
257,JobSatisfaction,3
258,JobSatisfaction,4
259,JobSatisfaction,2
260,JobSatisfaction,2
261,JobSatisfaction,4
262,JobSatisfaction,1
263,JobSatisfaction,2
264,JobSatisfaction,3
265,JobSatisfaction,2
266,JobSatisfaction,4
267,JobSatisfaction,1
268,JobSatisfaction,4
269,JobSatisfaction,4
270,JobSatisfaction,1
271,JobSatisfaction,2
272,JobSatisfaction,4
273,JobSatisfaction,4
274,JobSatisfaction,3
275,JobSatisfaction,4
276,JobSatisfaction,2
277,JobSatisfaction,1
278,JobSatisfaction,2
279,JobSatisfaction,2
280,JobSatisfaction,3
281,JobSatisfaction,3
282,JobSatisfaction,4
283,JobSatisfaction,4
284,JobSatisfaction,1
285,JobSatisfaction,4
286,JobSatisfaction,3
287,JobSatisfaction,4
288,JobSatisfaction,2
289,JobSatisfaction,4
290,JobSatisfaction,1
291,JobSatisfaction,2
292,JobSatisfaction,2
293,JobSatisfaction,4
294,JobSatisfaction,4
295,JobSatisfaction,2
296,JobSatisfaction,3
297,JobSatisfaction,2
298,JobSatisfaction,4
299,JobSatisfaction,2
300,JobSatisfaction,2
301,JobSatisfaction,3
302,JobSatisfaction,1
303,JobSatisfaction,4
304,JobSatisfaction,4
305,JobSatisfaction,2
306,JobSatisfaction,3
307,JobSatisfaction,2
308,JobSatisfaction,3
309,JobSatisfaction,4
310,JobSatisfaction,1
311,JobSatisfaction,1
312,JobSatisfaction,4
313,JobSatisfaction,2
314,JobSatisfaction,1
315,JobSatisfaction,4
316,JobSatisfaction,3
317,JobSatisfaction,2
318,JobSatisfaction,2
319,JobSatisfaction,2
320,JobSatisfaction,3
321,JobSatisfaction,4
322,JobSatisfaction,4
323,JobSatisfaction,4
324,JobSatisfaction,4
325,JobSatisfaction,3
326,JobSatisfaction,4
327,JobSatisfaction,3
328,JobSatisfaction,4
329,JobSatisfaction,3
330,JobSatisfaction,3
331,JobSatisfaction,2
332,JobSatisfaction,3
333,JobSatisfaction,1
334,JobSatisfaction,4
335,JobSatisfaction,4
336,JobSatisfaction,1
337,JobSatisfaction,4
338,JobSatisfaction,3
339,JobSatisfaction,2
340,JobSatisfaction,4
341,JobSatisfaction,4
342,JobSatisfaction,4
343,JobSatisfaction,2
344,JobSatisfaction,2
345,JobSatisfaction,4
346,JobSatisfaction,2
347,JobSatisfaction,3
348,JobSatisfaction,4
349,JobSatisfaction,3
350,JobSatisfaction,3
351,JobSatisfaction,2
352,JobSatisfaction,3
353,JobSatisfaction,1
354,JobSatisfaction,3
355,JobSatisfaction,3
356,JobSatisfaction,4
357,JobSatisfaction,2
358,JobSatisfaction,4
359,JobSatisfaction,4
360,JobSatisfaction,3
361,JobSatisfaction,3
362,JobSatisfaction,4
363,JobSatisfaction,3
364,JobSatisfaction,1
365,JobSatisfaction,3
366,JobSatisfaction,2
367,JobSatisfaction,4
368,JobSatisfaction,3
369,JobSatisfaction,2
370,JobSatisfaction,2
371,JobSatisfaction,4
372,JobSatisfaction,2
373,JobSatisfaction,2
374,JobSatisfaction,4
375,JobSatisfaction,3
376,JobSatisfaction,4
377,JobSatisfaction,3
378,JobSatisfaction,4
379,JobSatisfaction,4
380,JobSatisfaction,3
381,JobSatisfaction,2
382,JobSatisfaction,1
383,JobSatisfaction,2
384,JobSatisfaction,3
385,JobSatisfaction,4
386,JobSatisfaction,1
387,JobSatisfaction,2
388,JobSatisfaction,1
389,JobSatisfaction,2
390,JobSatisfaction,2
391,JobSatisfaction,3
392,JobSatisfaction,1
393,JobSatisfaction,3
394,JobSatisfaction,1
395,JobSatisfaction,4
396,JobSatisfaction,3
397,JobSatisfaction,4
398,JobSatisfaction,3
399,JobSatisfaction,1
400,JobSatisfaction,3
401,JobSatisfaction,1
402,JobSatisfaction,3
403,JobSatisfaction,1
404,JobSatisfaction,1
405,JobSatisfaction,1
406,JobSatisfaction,3
407,JobSatisfaction,4
408,JobSatisfaction,4
409,JobSatisfaction,3
410,JobSatisfaction,4
411,JobSatisfaction,1
412,JobSatisfaction,3
413,JobSatisfaction,4
414,JobSatisfaction,2
415,JobSatisfaction,3
416,JobSatisfaction,4
417,JobSatisfaction,3
418,JobSatisfaction,4
419,JobSatisfaction,4
420,JobSatisfaction,3
421,JobSatisfaction,2
422,JobSatisfaction,4
423,JobSatisfaction,1
424,JobSatisfaction,4
425,JobSatisfaction,3
426,JobSatisfaction,4
427,JobSatisfaction,1
428,JobSatisfaction,4
429,JobSatisfaction,3
430,JobSatisfaction,3
431,JobSatisfaction,3
432,JobSatisfaction,3
433,JobSatisfaction,4
434,JobSatisfaction,2
435,JobSatisfaction,3
436,JobSatisfaction,4
437,JobSatisfaction,2
438,JobSatisfaction,3
439,JobSatisfaction,3
440,JobSatisfaction,1
441,JobSatisfaction,3
442,JobSatisfaction,4
443,JobSatisfaction,3
444,JobSatisfaction,4
445,JobSatisfaction,2
446,JobSatisfaction,4
447,JobSatisfaction,3
448,JobSatisfaction,3
449,JobSatisfaction,3
450,JobSatisfaction,4
451,JobSatisfaction,1
452,JobSatisfaction,2
453,JobSatisfaction,3
454,JobSatisfaction,4
455,JobSatisfaction,3
456,JobSatisfaction,4
457,JobSatisfaction,2
458,JobSatisfaction,1
459,JobSatisfaction,3
460,JobSatisfaction,3
461,JobSatisfaction,3
462,JobSatisfaction,4
463,JobSatisfaction,4
464,JobSatisfaction,4
465,JobSatisfaction,3
466,JobSatisfaction,1
467,JobSatisfaction,2
468,JobSatisfaction,1
469,JobSatisfaction,3
470,JobSatisfaction,4
471,JobSatisfaction,3
472,JobSatisfaction,2
473,JobSatisfaction,3
474,JobSatisfaction,4
475,JobSatisfaction,2
476,JobSatisfaction,2
477,JobSatisfaction,2
478,JobSatisfaction,3
479,JobSatisfaction,3
480,JobSatisfaction,1
481,JobSatisfaction,4
482,JobSatisfaction,1
483,JobSatisfaction,4
484,JobSatisfaction,4
485,JobSatisfaction,3
486,JobSatisfaction,3
487,JobSatisfaction,2
488,JobSatisfaction,4
489,JobSatisfaction,4
490,JobSatisfaction,1
491,JobSatisfaction,3
492,JobSatisfaction,1
493,JobSatisfaction,3
494,JobSatisfaction,3
495,JobSatisfaction,1
496,JobSatisfaction,3
497,JobSatisfaction,4
498,JobSatisfaction,3
499,JobSatisfaction,3
500,JobSatisfaction,4
501,JobSatisfaction,3
502,JobSatisfaction,1
503,JobSatisfaction,4
504,JobSatisfaction,1
505,JobSatisfaction,4
506,JobSatisfaction,3
507,JobSatisfaction,3
508,JobSatisfaction,4
509,JobSatisfaction,4
510,JobSatisfaction,2
511,JobSatisfaction,2
512,JobSatisfaction,4
513,JobSatisfaction,3
514,JobSatisfaction,1
515,JobSatisfaction,3
516,JobSatisfaction,1
517,JobSatisfaction,2
518,JobSatisfaction,4
519,JobSatisfaction,4
520,JobSatisfaction,2
521,JobSatisfaction,4
522,JobSatisfaction,4
523,JobSatisfaction,3
524,JobSatisfaction,2
525,JobSatisfaction,3
526,JobSatisfaction,3
527,JobSatisfaction,4
528,JobSatisfaction,3
529,JobSatisfaction,4
530,JobSatisfaction,1
531,JobSatisfaction,4
532,JobSatisfaction,1
533,JobSatisfaction,1
534,JobSatisfaction,3
535,JobSatisfaction,4
536,JobSatisfaction,1
537,JobSatisfaction,1
538,JobSatisfaction,3
539,JobSatisfaction,2
540,JobSatisfaction,2
541,JobSatisfaction,1
542,JobSatisfaction,3
543,JobSatisfaction,3
544,JobSatisfaction,3
545,JobSatisfaction,4
546,JobSatisfaction,3
547,JobSatisfaction,3
548,JobSatisfaction,4
549,JobSatisfaction,3
550,JobSatisfaction,1
551,JobSatisfaction,2
552,JobSatisfaction,4
553,JobSatisfaction,4
554,JobSatisfaction,1
555,JobSatisfaction,2
556,JobSatisfaction,4
557,JobSatisfaction,1
558,JobSatisfaction,4
559,JobSatisfaction,3
560,JobSatisfaction,1
561,JobSatisfaction,1
562,JobSatisfaction,4
563,JobSatisfaction,4
564,JobSatisfaction,3
565,JobSatisfaction,3
566,JobSatisfaction,3
567,JobSatisfaction,4
568,JobSatisfaction,1
569,JobSatisfaction,1
570,JobSatisfaction,4
571,JobSatisfaction,4
572,JobSatisfaction,3
573,JobSatisfaction,1
574,JobSatisfaction,4
575,JobSatisfaction,1
576,JobSatisfaction,4
577,JobSatisfaction,1
578,JobSatisfaction,1
579,JobSatisfaction,1
580,JobSatisfaction,4
581,JobSatisfaction,3
582,JobSatisfaction,2
583,JobSatisfaction,1
584,JobSatisfaction,4
585,JobSatisfaction,1
586,JobSatisfaction,2
587,JobSatisfaction,3
588,JobSatisfaction,3
589,JobSatisfaction,1
590,JobSatisfaction,3
591,JobSatisfaction,1
592,JobSatisfaction,4
593,JobSatisfaction,2
594,JobSatisfaction,3
595,JobSatisfaction,2
596,JobSatisfaction,3
597,JobSatisfaction,4
598,JobSatisfaction,3
599,JobSatisfaction,2
600,JobSatisfaction,3
601,JobSatisfaction,3
602,JobSatisfaction,4
603,JobSatisfaction,3
604,JobSatisfaction,2
605,JobSatisfaction,1
606,JobSatisfaction,4
607,JobSatisfaction,4
608,JobSatisfaction,4
609,JobSatisfaction,1
610,JobSatisfaction,4
611,JobSatisfaction,3
612,JobSatisfaction,2
613,JobSatisfaction,4
614,JobSatisfaction,3
615,JobSatisfaction,4
616,JobSatisfaction,3
617,JobSatisfaction,2
618,JobSatisfaction,1
619,JobSatisfaction,1
620,JobSatisfaction,1
621,JobSatisfaction,4
622,JobSatisfaction,4
623,JobSatisfaction,4
624,JobSatisfaction,4
625,JobSatisfaction,1
626,JobSatisfaction,3
627,JobSatisfaction,4
628,JobSatisfaction,3
629,JobSatisfaction,4
630,JobSatisfaction,4
631,JobSatisfaction,4
632,JobSatisfaction,4
633,JobSatisfaction,1
634,JobSatisfaction,1
635,JobSatisfaction,3
636,JobSatisfaction,2
637,JobSatisfaction,4
638,JobSatisfaction,1
639,JobSatisfaction,1
640,JobSatisfaction,4
641,JobSatisfaction,2
642,JobSatisfaction,2
643,JobSatisfaction,4
644,JobSatisfaction,4
645,JobSatisfaction,3
646,JobSatisfaction,4
647,JobSatisfaction,2
648,JobSatisfaction,4
649,JobSatisfaction,4
650,JobSatisfaction,4
651,JobSatisfaction,4
652,JobSatisfaction,2
653,JobSatisfaction,1
654,JobSatisfaction,4
655,JobSatisfaction,2
656,JobSatisfaction,4
657,JobSatisfaction,4
658,JobSatisfaction,1
659,JobSatisfaction,4
660,JobSatisfaction,4
661,JobSatisfaction,2
662,JobSatisfaction,3
663,JobSatisfaction,4
664,JobSatisfaction,4
665,JobSatisfaction,4
666,JobSatisfaction,3
667,JobSatisfaction,4
668,JobSatisfaction,3
669,JobSatisfaction,1
670,JobSatisfaction,3
671,JobSatisfaction,2
672,JobSatisfaction,3
673,JobSatisfaction,1
674,JobSatisfaction,2
675,JobSatisfaction,3
676,JobSatisfaction,4
677,JobSatisfaction,2
678,JobSatisfaction,3
679,JobSatisfaction,3
680,JobSatisfaction,4
681,JobSatisfaction,1
682,JobSatisfaction,2
683,JobSatisfaction,2
684,JobSatisfaction,2
685,JobSatisfaction,1
686,JobSatisfaction,1
687,JobSatisfaction,3
688,JobSatisfaction,2
689,JobSatisfaction,1
690,JobSatisfaction,4
691,JobSatisfaction,2
692,JobSatisfaction,1
693,JobSatisfaction,4
694,JobSatisfaction,4
695,JobSatisfaction,3
696,JobSatisfaction,2
697,JobSatisfaction,4
698,JobSatisfaction,3
699,JobSatisfaction,4
700,JobSatisfaction,3
701,JobSatisfaction,3
702,JobSatisfaction,3
703,JobSatisfaction,4
704,JobSatisfaction,4
705,JobSatisfaction,3
706,JobSatisfaction,2
707,JobSatisfaction,3
708,JobSatisfaction,4
709,JobSatisfaction,1
710,JobSatisfaction,3
711,JobSatisfaction,1
712,JobSatisfaction,4
713,JobSatisfaction,4
714,JobSatisfaction,4
715,JobSatisfaction,2
716,JobSatisfaction,3
717,JobSatisfaction,2
718,JobSatisfaction,1
719,JobSatisfaction,4
720,JobSatisfaction,3
721,JobSatisfaction,3
722,JobSatisfaction,3
723,JobSatisfaction,3
724,JobSatisfaction,3
725,JobSatisfaction,2
726,JobSatisfaction,1
727,JobSatisfaction,4
728,JobSatisfaction,3
729,JobSatisfaction,3
730,JobSatisfaction,1
731,JobSatisfaction,1
732,JobSatisfaction,2
733,JobSatisfaction,4
734,JobSatisfaction,1
735,JobSatisfaction,3
736,JobSatisfaction,3
737,JobSatisfaction,3
738,JobSatisfaction,4
739,JobSatisfaction,4
740,JobSatisfaction,4
741,JobSatisfaction,3
742,JobSatisfaction,4
743,JobSatisfaction,4
744,JobSatisfaction,2
745,JobSatisfaction,2
746,JobSatisfaction,3
747,JobSatisfaction,4
748,JobSatisfaction,1
749,JobSatisfaction,4
750,JobSatisfaction,4
751,JobSatisfaction,3
752,JobSatisfaction,1
753,JobSatisfaction,1
754,JobSatisfaction,4
755,JobSatisfaction,4
756,JobSatisfaction,3
757,JobSatisfaction,4
758,JobSatisfaction,4
759,JobSatisfaction,2
760,JobSatisfaction,2
761,JobSatisfaction,3
762,JobSatisfaction,1
763,JobSatisfaction,3
764,JobSatisfaction,2
765,JobSatisfaction,3
766,JobSatisfaction,3
767,JobSatisfaction,2
768,JobSatisfaction,1
769,JobSatisfaction,3
770,JobSatisfaction,4
771,JobSatisfaction,3
772,JobSatisfaction,3
773,JobSatisfaction,4
774,JobSatisfaction,1
775,JobSatisfaction,4
776,JobSatisfaction,4
777,JobSatisfaction,1
778,JobSatisfaction,1
779,JobSatisfaction,3
780,JobSatisfaction,1
781,JobSatisfaction,1
782,JobSatisfaction,1
783,JobSatisfaction,3
784,JobSatisfaction,3
785,JobSatisfaction,4
786,JobSatisfaction,3
787,JobSatisfaction,2
788,JobSatisfaction,3
789,JobSatisfaction,1
790,JobSatisfaction,4
791,JobSatisfaction,1
792,JobSatisfaction,3
793,JobSatisfaction,3
794,JobSatisfaction,4
795,JobSatisfaction,4
796,JobSatisfaction,4
797,JobSatisfaction,3
798,JobSatisfaction,2
799,JobSatisfaction,1
800,JobSatisfaction,2
801,JobSatisfaction,3
802,JobSatisfaction,2
803,JobSatisfaction,4
804,JobSatisfaction,4
805,JobSatisfaction,3
806,JobSatisfaction,2
807,JobSatisfaction,3
808,JobSatisfaction,4
809,JobSatisfaction,2
810,JobSatisfaction,3
811,JobSatisfaction,2
812,JobSatisfaction,1
813,JobSatisfaction,4
814,JobSatisfaction,3
815,JobSatisfaction,2
816,JobSatisfaction,2
817,JobSatisfaction,4
818,JobSatisfaction,4
819,JobSatisfaction,2
820,JobSatisfaction,4
821,JobSatisfaction,2
822,JobSatisfaction,3
823,JobSatisfaction,2
824,JobSatisfaction,4
825,JobSatisfaction,4
826,JobSatisfaction,3
827,JobSatisfaction,3
828,JobSatisfaction,3
829,JobSatisfaction,1
830,JobSatisfaction,4
831,JobSatisfaction,3
832,JobSatisfaction,4
833,JobSatisfaction,3
834,JobSatisfaction,3
835,JobSatisfaction,3
836,JobSatisfaction,1
837,JobSatisfaction,3
838,JobSatisfaction,1
839,JobSatisfaction,1
840,JobSatisfaction,3
841,JobSatisfaction,2
842,JobSatisfaction,4
843,JobSatisfaction,4
844,JobSatisfaction,3
845,JobSatisfaction,4
846,JobSatisfaction,2
847,JobSatisfaction,1
848,JobSatisfaction,4
849,JobSatisfaction,3
850,JobSatisfaction,1
851,JobSatisfaction,1
852,JobSatisfaction,4
853,JobSatisfaction,1
854,JobSatisfaction,3
855,JobSatisfaction,4
856,JobSatisfaction,3
857,JobSatisfaction,3
858,JobSatisfaction,3
859,JobSatisfaction,4
860,JobSatisfaction,4
861,JobSatisfaction,1
862,JobSatisfaction,3
863,JobSatisfaction,3
864,JobSatisfaction,1
865,JobSatisfaction,1
866,JobSatisfaction,2
867,JobSatisfaction,1
868,JobSatisfaction,1
869,JobSatisfaction,2
870,JobSatisfaction,1
871,JobSatisfaction,2
872,JobSatisfaction,3
873,JobSatisfaction,3
874,JobSatisfaction,3
875,JobSatisfaction,4
876,JobSatisfaction,4
877,JobSatisfaction,4
878,JobSatisfaction,1
879,JobSatisfaction,4
880,JobSatisfaction,2
881,JobSatisfaction,3
882,JobSatisfaction,1
883,JobSatisfaction,4
884,JobSatisfaction,2
885,JobSatisfaction,4
886,JobSatisfaction,2
887,JobSatisfaction,1
888,JobSatisfaction,4
889,JobSatisfaction,1
890,JobSatisfaction,3
891,JobSatisfaction,4
892,JobSatisfaction,2
893,JobSatisfaction,4
894,JobSatisfaction,4
895,JobSatisfaction,1
896,JobSatisfaction,1
897,JobSatisfaction,4
898,JobSatisfaction,4
899,JobSatisfaction,3
900,JobSatisfaction,2
901,JobSatisfaction,2
902,JobSatisfaction,3
903,JobSatisfaction,4
904,JobSatisfaction,4
905,JobSatisfaction,4
906,JobSatisfaction,3
907,JobSatisfaction,2
908,JobSatisfaction,3
909,JobSatisfaction,4
910,JobSatisfaction,3
911,JobSatisfaction,4
912,JobSatisfaction,4
913,JobSatisfaction,2
914,JobSatisfaction,2
915,JobSatisfaction,3
916,JobSatisfaction,2
917,JobSatisfaction,1
918,JobSatisfaction,2
919,JobSatisfaction,4
920,JobSatisfaction,2
921,JobSatisfaction,3
922,JobSatisfaction,1
923,JobSatisfaction,2
924,JobSatisfaction,3
925,JobSatisfaction,2
926,JobSatisfaction,4
927,JobSatisfaction,2
928,JobSatisfaction,4
929,JobSatisfaction,4
930,JobSatisfaction,3
931,JobSatisfaction,3
932,JobSatisfaction,3
933,JobSatisfaction,1
934,JobSatisfaction,2
935,JobSatisfaction,4
936,JobSatisfaction,2
937,JobSatisfaction,2
938,JobSatisfaction,3
939,JobSatisfaction,3
940,JobSatisfaction,1
941,JobSatisfaction,4
942,JobSatisfaction,3
943,JobSatisfaction,1
944,JobSatisfaction,4
945,JobSatisfaction,1
946,JobSatisfaction,2
947,JobSatisfaction,2
948,JobSatisfaction,1
949,JobSatisfaction,3
950,JobSatisfaction,3
951,JobSatisfaction,2
952,JobSatisfaction,2
953,JobSatisfaction,1
954,JobSatisfaction,3
955,JobSatisfaction,3
956,JobSatisfaction,2
957,JobSatisfaction,3
958,JobSatisfaction,4
959,JobSatisfaction,4
960,JobSatisfaction,1
961,JobSatisfaction,3
962,JobSatisfaction,2
963,JobSatisfaction,1
964,JobSatisfaction,1
965,JobSatisfaction,4
966,JobSatisfaction,1
967,JobSatisfaction,2
968,JobSatisfaction,1
969,JobSatisfaction,4
970,JobSatisfaction,4
971,JobSatisfaction,2
972,JobSatisfaction,4
973,JobSatisfaction,4
974,JobSatisfaction,4
975,JobSatisfaction,3
976,JobSatisfaction,2
977,JobSatisfaction,3
978,JobSatisfaction,3
979,JobSatisfaction,3
980,JobSatisfaction,4
981,JobSatisfaction,3
982,JobSatisfaction,3
983,JobSatisfaction,4
984,JobSatisfaction,1
985,JobSatisfaction,3
986,JobSatisfaction,4
987,JobSatisfaction,2
988,JobSatisfaction,4
989,JobSatisfaction,3
990,JobSatisfaction,4
991,JobSatisfaction,2
992,JobSatisfaction,3
993,JobSatisfaction,3
994,JobSatisfaction,3
995,JobSatisfaction,3
996,JobSatisfaction,4
997,JobSatisfaction,3
998,JobSatisfaction,4
999,JobSatisfaction,1
1000,JobSatisfaction,1
1001,JobSatisfaction,3
1002,JobSatisfaction,4
1003,JobSatisfaction,4
1004,JobSatisfaction,1
1005,JobSatisfaction,1
1006,JobSatisfaction,1
1007,JobSatisfaction,4
1008,JobSatisfaction,4
1009,JobSatisfaction,1
1010,JobSatisfaction,4
1011,JobSatisfaction,2
1012,JobSatisfaction,3
1013,JobSatisfaction,1
1014,JobSatisfaction,2
1015,JobSatisfaction,1
1016,JobSatisfaction,2
1017,JobSatisfaction,1
1018,JobSatisfaction,4
1019,JobSatisfaction,1
1020,JobSatisfaction,4
1021,JobSatisfaction,1
1022,JobSatisfaction,3
1023,JobSatisfaction,1
1024,JobSatisfaction,3
1025,JobSatisfaction,3
1026,JobSatisfaction,4
1027,JobSatisfaction,2
1028,JobSatisfaction,3
1029,JobSatisfaction,3
1030,JobSatisfaction,4
1031,JobSatisfaction,4
1032,JobSatisfaction,1
1033,JobSatisfaction,2
1034,JobSatisfaction,1
1035,JobSatisfaction,2
1036,JobSatisfaction,4
1037,JobSatisfaction,4
1038,JobSatisfaction,1
1039,JobSatisfaction,3
1040,JobSatisfaction,2
1041,JobSatisfaction,1
1042,JobSatisfaction,3
1043,JobSatisfaction,2
1044,JobSatisfaction,3
1045,JobSatisfaction,3
1046,JobSatisfaction,2
1047,JobSatisfaction,1
1048,JobSatisfaction,1
1049,JobSatisfaction,3
1050,JobSatisfaction,4
1051,JobSatisfaction,3
1052,JobSatisfaction,3
1053,JobSatisfaction,3
1054,JobSatisfaction,2
1055,JobSatisfaction,1
1056,JobSatisfaction,3
1057,JobSatisfaction,2
1058,JobSatisfaction,2
1059,JobSatisfaction,3
1060,JobSatisfaction,1
1061,JobSatisfaction,2
1062,JobSatisfaction,3
1063,JobSatisfaction,3
1064,JobSatisfaction,3
1065,JobSatisfaction,3
1066,JobSatisfaction,2
1067,JobSatisfaction,3
1068,JobSatisfaction,1
1069,JobSatisfaction,3
1070,JobSatisfaction,1
1071,JobSatisfaction,1
1072,JobSatisfaction,2
1073,JobSatisfaction,2
1074,JobSatisfaction,3
1075,JobSatisfaction,4
1076,JobSatisfaction,4
1077,JobSatisfaction,1
1078,JobSatisfaction,1
1079,JobSatisfaction,2
1080,JobSatisfaction,2
1081,JobSatisfaction,2
1082,JobSatisfaction,3
1083,JobSatisfaction,1
1084,JobSatisfaction,3
1085,JobSatisfaction,3
1086,JobSatisfaction,4
1087,JobSatisfaction,3
1088,JobSatisfaction,2
1089,JobSatisfaction,4
1090,JobSatisfaction,1
1091,JobSatisfaction,2
1092,JobSatisfaction,4
1093,JobSatisfaction,4
1094,JobSatisfaction,1
1095,JobSatisfaction,3
1096,JobSatisfaction,4
1097,JobSatisfaction,1
1098,JobSatisfaction,4
1099,JobSatisfaction,2
1100,JobSatisfaction,3
1101,JobSatisfaction,2
1102,JobSatisfaction,4
1103,JobSatisfaction,3
1104,JobSatisfaction,3
1105,JobSatisfaction,1
1106,JobSatisfaction,1
1107,JobSatisfaction,3
1108,JobSatisfaction,1
1109,JobSatisfaction,2
1110,JobSatisfaction,1
1111,JobSatisfaction,4
1112,JobSatisfaction,2
1113,JobSatisfaction,1
1114,JobSatisfaction,1
1115,JobSatisfaction,4
1116,JobSatisfaction,4
1117,JobSatisfaction,4
1118,JobSatisfaction,4
1119,JobSatisfaction,2
1120,JobSatisfaction,2
1121,JobSatisfaction,3
1122,JobSatisfaction,1
1123,JobSatisfaction,3
1124,JobSatisfaction,3
1125,JobSatisfaction,4
1126,JobSatisfaction,3
1127,JobSatisfaction,3
1128,JobSatisfaction,1
1129,JobSatisfaction,4
1130,JobSatisfaction,3
1131,JobSatisfaction,3
1132,JobSatisfaction,1
1133,JobSatisfaction,2
1134,JobSatisfaction,4
1135,JobSatisfaction,1
1136,JobSatisfaction,2
1137,JobSatisfaction,3
1138,JobSatisfaction,3
1139,JobSatisfaction,4
1140,JobSatisfaction,4
1141,JobSatisfaction,2
1142,JobSatisfaction,1
1143,JobSatisfaction,1
1144,JobSatisfaction,1
1145,JobSatisfaction,3
1146,JobSatisfaction,4
1147,JobSatisfaction,1
1148,JobSatisfaction,1
1149,JobSatisfaction,1
1150,JobSatisfaction,1
1151,JobSatisfaction,1
1152,JobSatisfaction,4
1153,JobSatisfaction,4
1154,JobSatisfaction,3
1155,JobSatisfaction,3
1156,JobSatisfaction,3
1157,JobSatisfaction,3
1158,JobSatisfaction,3
1159,JobSatisfaction,3
1160,JobSatisfaction,4
1161,JobSatisfaction,3
1162,JobSatisfaction,1
1163,JobSatisfaction,2
1164,JobSatisfaction,4
1165,JobSatisfaction,4
1166,JobSatisfaction,4
1167,JobSatisfaction,4
1168,JobSatisfaction,4
1169,JobSatisfaction,3
1170,JobSatisfaction,4
1171,JobSatisfaction,1
1172,JobSatisfaction,3
1173,JobSatisfaction,1
1174,JobSatisfaction,3
1175,JobSatisfaction,2
1176,JobSatisfaction,2
1177,JobSatisfaction,1
1178,JobSatisfaction,3
1179,JobSatisfaction,2
1180,JobSatisfaction,2
1181,JobSatisfaction,3
1182,JobSatisfaction,3
1183,JobSatisfaction,1
1184,JobSatisfaction,3
1185,JobSatisfaction,3
1186,JobSatisfaction,4
1187,JobSatisfaction,4
1188,JobSatisfaction,2
1189,JobSatisfaction,4
1190,JobSatisfaction,2
1191,JobSatisfaction,4
1192,JobSatisfaction,1
1193,JobSatisfaction,2
1194,JobSatisfaction,2
1195,JobSatisfaction,3
1196,JobSatisfaction,3
1197,JobSatisfaction,1
1198,JobSatisfaction,4
1199,JobSatisfaction,3
1200,JobSatisfaction,4
1201,JobSatisfaction,3
1202,JobSatisfaction,3
1203,JobSatisfaction,4
1204,JobSatisfaction,3
1205,JobSatisfaction,2
1206,JobSatisfaction,4
1207,JobSatisfaction,2
1208,JobSatisfaction,4
1209,JobSatisfaction,4
1210,JobSatisfaction,2
1211,JobSatisfaction,4
1212,JobSatisfaction,4
1213,JobSatisfaction,4
1214,JobSatisfaction,4
1215,JobSatisfaction,4
1216,JobSatisfaction,4
1217,JobSatisfaction,3
1218,JobSatisfaction,3
1219,JobSatisfaction,3
1220,JobSatisfaction,4
1221,JobSatisfaction,3
1222,JobSatisfaction,3
1223,JobSatisfaction,3
1224,JobSatisfaction,3
1225,JobSatisfaction,2
1226,JobSatisfaction,3
1227,JobSatisfaction,3
1228,JobSatisfaction,2
1229,JobSatisfaction,1
1230,JobSatisfaction,1
1231,JobSatisfaction,2
1232,JobSatisfaction,3
1233,JobSatisfaction,4
1234,JobSatisfaction,2
1235,JobSatisfaction,4
1236,JobSatisfaction,1
1237,JobSatisfaction,2
1238,JobSatisfaction,2
1239,JobSatisfaction,4
1240,JobSatisfaction,4
1241,JobSatisfaction,3
